t,led,rgb
28.180590666666667,1,#817e00
28.180621166666668,2,#45ba00
28.180651250000000,3,#09f600
28.180681249999999,4,#00cf30
28.180711250000002,5,#00936c
28.180740749999998,6,#0057a8
28.180770750000001,7,#001ee1
28.180800833333333,8,#1e00e1
28.180830833333335,9,#5a00a5
28.180860833333334,10,#93006c
28.180890833333333,11,#cf0030
28.180920833333332,12,#f60900
28.201294499999999,0,#b74800
28.201325083333334,1,#7e8100
28.201355083333333,2,#42bd00
28.201385083333335,3,#06f900
28.201415083333334,4,#00cc33
28.201445083333333,5,#00906f
28.201474583333333,6,#0054ab
28.201504666666668,7,#001be4
28.201534666666667,8,#2100de
28.201564666666666,9,#5d00a2
28.201594666666665,10,#960069
28.201624666666667,11,#d2002d
28.201654749999999,12,#f30c00
28.222028583333334,0,#b44b00
28.222059083333335,1,#7b8400
28.222089083333334,2,#3fc000
28.222119083333332,3,#03fc00
28.222149166666668,4,#00c936
28.222179166666667,5,#008d72
28.222208666666667,6,#0051ae
28.222238666666666,7,#0018e7
28.222268666666668,8,#2400db
28.222298750000000,9,#60009f
28.222328749999999,10,#990066
28.222358750000001,11,#d5002a
28.222388750000000,12,#f00f00
28.242773333333332,0,#b14e00
28.242803916666666,1,#788700
28.242833916666665,2,#3cc300
28.242863916666668,3,#00ff00
28.242893916666667,4,#00c639
28.242923916666665,5,#008a75
28.242953499999999,6,#004eb1
28.242983500000001,7,#0015ea
28.243013500000000,8,#2700d8
28.243043499999999,9,#63009c
28.243073500000001,10,#9c0063
28.243103583333333,11,#d80027
28.243133583333332,12,#ed1200
28.263514666666666,0,#ae5100
28.263545166666667,1,#758a00
28.263575166666666,2,#39c600
28.263605250000001,3,#00fc03
28.263635250000000,4,#00c33c
28.263665249999999,5,#008778
28.263694749999999,6,#004bb4
28.263724750000002,7,#0012ed
28.263754833333333,8,#2a00d5
28.263784833333332,9,#660099
28.263814833333335,10,#9f0060
28.263844833333334,11,#db0024
28.263874833333333,12,#ea1500
28.284244500000000,0,#ab5400
28.284275083333334,1,#728d00
28.284305083333333,2,#36c900
28.284335083333332,3,#00f906
28.284365083333334,4,#00c03f
28.284395083333333,5,#00847b
28.284424583333333,6,#0048b7
28.284454666666665,7,#000ff0
28.284484666666668,8,#2d00d2
28.284514666666666,9,#690096
28.284544666666665,10,#a2005d
28.284574666666668,11,#de0021
28.284604750000000,12,#e71800
28.304978416666668,0,#a85700
28.305008999999998,1,#6f9000
28.305039000000001,2,#33cc00
28.305069000000000,3,#00f609
28.305098999999998,4,#00bd42
28.305129000000001,5,#00817e
28.305158583333334,6,#0045ba
28.305188583333333,7,#000cf3
28.305218583333332,8,#3000cf
28.305248583333334,9,#6c0093
28.305278583333333,10,#a5005a
28.305308583333332,11,#e1001e
28.305338666666668,12,#e41b00
28.325716000000000,0,#a55a00
28.325746500000001,1,#6c9300
28.325776500000000,2,#30cf00
28.325806499999999,3,#00f30c
28.325836583333334,4,#00ba45
28.325866083333334,5,#007e81
28.325896083333333,6,#0042bd
28.325926083333332,7,#0009f6
28.325956083333335,8,#3300cc
28.325986166666667,9,#6f0090
28.326016166666665,10,#a80057
28.326046166666668,11,#e4001b
28.326076166666667,12,#e11e00
28.346463499999999,0,#a25d00
28.346494000000000,1,#699600
28.346523999999999,2,#2dd200
28.346554000000001,3,#00f00f
28.346584083333333,4,#00b748
28.346613583333333,5,#007b84
28.346643583333332,6,#003fc0
28.346673583333335,7,#0006f9
28.346703583333333,8,#3600c9
28.346733666666665,9,#72008d
28.346763666666668,10,#ab0054
28.346793666666667,11,#e70018
28.346823666666666,12,#de2100
28.367193000000000,0,#9f6000
28.367223500000001,1,#669900
28.367253583333333,2,#2ad500
28.367283583333332,3,#00ed12
28.367313583333335,4,#00b44b
28.367343083333335,5,#007887
28.367373083333334,6,#003cc3
28.367403166666666,7,#0003fc
28.367433166666668,8,#3900c6
28.367463166666667,9,#75008a
28.367493166666666,10,#ae0051
28.367523166666668,11,#ea0015
28.367553250000000,12,#db2400
28.387926916666668,0,#9c6300
28.387957416666666,1,#639c00
28.387987416666668,2,#27d800
28.388017416666667,3,#00ea15
28.388047416666666,4,#00b14e
28.388076999999999,5,#00758a
28.388107000000002,6,#0039c6
28.388137000000000,7,#0000ff
28.388166999999999,8,#3c00c3
28.388197000000002,9,#780087
28.388227000000001,10,#b1004e
28.388257083333333,11,#ed0012
28.388287083333335,12,#d82700
28.408664583333334,0,#996600
28.408695166666668,1,#609f00
28.408725166666667,2,#24db00
28.408755166666666,3,#00e718
28.408785166666668,4,#00ae51
28.408814666666668,5,#00728d
28.408844750000000,6,#0036c9
28.408874749999999,7,#0300fc
28.408904750000001,8,#3f00c0
28.408934750000000,9,#7b0084
28.408964749999999,10,#b4004b
28.408994750000002,11,#f0000f
28.409024833333334,12,#d52a00
28.429408166666665,0,#966900
28.429438666666666,1,#5da200
28.429468666666665,2,#21de00
28.429498750000000,3,#00e41b
28.429528749999999,4,#00ab54
28.429558249999999,5,#006f90
28.429588249999998,6,#0033cc
28.429618250000001,7,#0600f9
28.429648333333333,8,#4200bd
28.429678333333332,9,#7e0081
28.429708333333334,10,#b70048
28.429738333333333,11,#f3000c
28.429768333333332,12,#d22d00
28.450137583333333,0,#936c00
28.450168083333335,1,#5aa500
28.450198083333333,2,#1ee100
28.450228166666665,3,#00e11e
28.450258166666668,4,#00a857
28.450287666666668,5,#006c93
28.450317666666667,6,#0030cf
28.450347666666666,7,#0900f6
28.450377750000001,8,#4500ba
28.450407750000000,9,#81007e
28.450437749999999,10,#ba0045
28.450467750000001,11,#f60009
28.450497750000000,12,#cf3000
28.470871416666668,0,#906f00
28.470901916666666,1,#57a800
28.470931916666668,2,#1be400
28.470961916666667,3,#00de21
28.470991916666666,4,#00a55a
28.471021416666666,5,#006996
28.471051500000002,6,#002dd2
28.471081500000000,7,#0c00f3
28.471111499999999,8,#4800b7
28.471141500000002,9,#84007b
28.471171500000001,10,#bd0042
28.471201583333333,11,#f90006
28.471231583333335,12,#cc3300
28.491609083333334,0,#8d7200
28.491639666666668,1,#54ab00
28.491669666666667,2,#18e700
28.491699666666666,3,#00db24
28.491729666666668,4,#00a25d
28.491759166666668,5,#006699
28.491789166666667,6,#002ad5
28.491819249999999,7,#0f00f0
28.491849250000001,8,#4b00b4
28.491879250000000,9,#870078
28.491909249999999,10,#c0003f
28.491939250000001,11,#fc0003
28.491969333333333,12,#c93600
28.512353000000001,0,#8a7500
28.512383499999999,1,#51ae00
28.512413500000001,2,#15ea00
28.512443500000000,3,#00d827
28.512473499999999,4,#009f60
28.512503083333332,5,#00639c
28.512533083333334,6,#0027d8
28.512563083333333,7,#1200ed
28.512593083333332,8,#4e00b1
28.512623083333335,9,#8a0075
28.512653166666666,10,#c3003c
28.512683166666665,11,#ff0000
28.512713166666668,12,#c63900
28.533082583333332,0,#877800
28.533113083333333,1,#4eb100
28.533143083333332,2,#12ed00
28.533173166666668,3,#00d52a
28.533203166666667,4,#009c63
28.533232666666667,5,#00609f
28.533262666666666,6,#0024db
28.533292666666668,7,#1500ea
28.533322666666667,8,#5100ae
28.533352749999999,9,#8d0072
28.533382750000001,10,#c60039
28.533412750000000,11,#ff0000
28.533442749999999,12,#c33c00
28.553816416666667,0,#847b00
28.553846916666668,1,#4bb400
28.553877000000000,2,#0ff000
28.553906999999999,3,#00d22d
28.553937000000001,4,#009966
28.553966500000001,5,#005da2
28.553996500000000,6,#0021de
28.554026583333332,7,#1800e7
28.554056583333335,8,#5400ab
28.554086583333333,9,#90006f
28.554116583333332,10,#c90036
28.554146583333335,11,#fc0300
28.554176666666667,12,#c03f00
28.574554083333332,0,#817e00
28.574584583333333,1,#48b700
28.574614583333332,2,#0cf300
28.574644583333335,3,#00cf30
28.574674583333334,4,#009669
28.574704083333334,5,#005aa5
28.574734166666666,6,#001ee1
28.574764166666668,7,#1b00e4
28.574794166666667,8,#5700a8
28.574824166666666,9,#93006c
28.574854166666668,10,#cc0033
28.574884250000000,11,#f90600
28.574914249999999,12,#bd4200
28.595298249999999,0,#7e8100
28.595328333333335,1,#45ba00
28.595358333333333,2,#09f600
28.595388333333332,3,#00cc33
28.595418333333335,4,#00936c
28.595447833333335,5,#0057a8
28.595477916666667,6,#001be4
28.595507916666666,7,#1e00e1
28.595537916666668,8,#5a00a5
28.595567916666667,9,#960069
28.595597916666666,10,#cf0030
28.595628000000001,11,#f60900
28.595658000000000,12,#ba4500
28.616028000000000,0,#7b8400
28.616057999999999,1,#42bd00
28.616088083333334,2,#06f900
28.616118083333333,3,#00c936
28.616148083333332,4,#00906f
28.616177583333332,5,#0054ab
28.616207583333335,6,#0018e7
28.616237583333334,7,#2100de
28.616267666666666,8,#5d00a2
28.616297666666668,9,#990066
28.616327666666667,10,#d2002d
28.616357666666666,11,#f30c00
28.616387666666668,12,#b74800
28.636761583333332,0,#788700
28.636791583333334,1,#3fc000
28.636821583333333,2,#03fc00
28.636851583333332,3,#00c639
28.636881583333334,4,#008d72
28.636911166666668,5,#0051ae
28.636941166666666,6,#0015ea
28.636971166666665,7,#2400db
28.637001166666668,8,#60009f
28.637031166666667,9,#9c0063
28.637061249999999,10,#d5002a
28.637091250000001,11,#f00f00
28.637121250000000,12,#b44b00
28.657495500000000,0,#758a00
28.657525499999998,1,#3cc300
28.657555500000001,2,#00ff00
28.657585500000000,3,#00c33c
28.657615499999999,4,#008a75
28.657645083333332,5,#004eb1
28.657675083333334,6,#0012ed
28.657705083333333,7,#2700d8
28.657735083333332,8,#63009c
28.657765083333334,9,#9f0060
28.657795166666666,10,#d80027
28.657825166666665,11,#ed1200
28.657855166666668,12,#b14e00
28.678239250000001,0,#728d00
28.678269250000000,1,#39c600
28.678299249999998,2,#00fc03
28.678329250000001,3,#00c03f
28.678359250000000,4,#008778
28.678388833333333,5,#004bb4
28.678418833333332,6,#000ff0
28.678448833333334,7,#2a00d5
28.678478833333333,8,#660099
28.678508833333332,9,#a2005d
28.678538833333334,10,#db0024
28.678568916666666,11,#ea1500
28.678598916666665,12,#ae5100
28.698976500000001,0,#6f9000
28.699006499999999,1,#36c900
28.699036583333335,2,#00f906
28.699066583333334,3,#00bd42
28.699096583333333,4,#00847b
28.699126083333333,5,#0048b7
28.699156083333332,6,#000cf3
28.699186083333334,7,#2d00d2
28.699216166666666,8,#690096
28.699246166666665,9,#a5005a
28.699276166666667,10,#de0021
28.699306166666666,11,#e71800
28.699336166666665,12,#ab5400
28.719710083333332,0,#6c9300
28.719740083333335,1,#33cc00
28.719770083333334,2,#00f609
28.719800083333332,3,#00ba45
28.719830083333335,4,#00817e
28.719859666666668,5,#0045ba
28.719889666666667,6,#0009f6
28.719919666666666,7,#3000cf
28.719949666666668,8,#6c0093
28.719979666666667,9,#a80057
28.720009749999999,10,#e1001e
28.720039750000002,11,#e41b00
28.720069750000000,12,#a85700
28.740444083333333,0,#699600
28.740474083333332,1,#30cf00
28.740504166666668,2,#00f30c
28.740534166666666,3,#00b748
28.740563666666667,4,#007e81
28.740593666666665,5,#0042bd
28.740623666666668,6,#0006f9
28.740653750000000,7,#3300cc
28.740683749999999,8,#6f0090
28.740713750000001,9,#ab0054
28.740743750000000,10,#e4001b
28.740773749999999,11,#e11e00
28.740803833333334,12,#a55a00
28.761187833333334,0,#669900
28.761217833333333,1,#2dd200
28.761247833333332,2,#00f00f
28.761277916666668,3,#00b44b
28.761307416666668,4,#007b84
28.761337416666667,5,#003fc0
28.761367416666666,6,#0003fc
28.761397416666668,7,#3600c9
28.761427500000000,8,#72008d
28.761457499999999,9,#ae0051
28.761487500000001,10,#e70018
28.761517500000000,11,#de2100
28.761547499999999,12,#a25d00
28.781925416666667,0,#639c00
28.781955499999999,1,#2ad500
28.781985500000001,2,#00ed12
28.782015500000000,3,#00b14e
28.782045000000000,4,#007887
28.782074999999999,5,#003cc3
28.782105083333335,6,#0000ff
28.782135083333333,7,#3900c6
28.782165083333332,8,#75008a
28.782195083333335,9,#b1004e
28.782225083333334,10,#ea0015
28.782255083333332,11,#db2400
28.782285166666668,12,#9f6000
28.802658833333332,0,#609f00
28.802688833333335,1,#27d800
28.802718833333333,2,#00ea15
28.802748833333332,3,#00ae51
28.802778333333332,4,#00758a
28.802808416666668,5,#0039c6
28.802838416666667,6,#0300fc
28.802868416666666,7,#3c00c3
28.802898416666668,8,#780087
28.802928416666667,9,#b4004b
28.802958499999999,10,#ed0012
28.802988500000001,11,#d82700
28.803018500000000,12,#9c6300
28.823392500000001,0,#5da200
28.823422583333333,1,#24db00
28.823452583333335,2,#00e718
28.823482583333334,3,#00ab54
28.823512083333334,4,#00728d
28.823542083333333,5,#0036c9
28.823572166666668,6,#0600f9
28.823602166666667,7,#3f00c0
28.823632166666666,8,#7b0084
28.823662166666665,9,#b70048
28.823692166666667,10,#f0000f
28.823722249999999,11,#d52a00
28.823752249999998,12,#996600
28.844130166666666,0,#5aa500
28.844160250000002,1,#21de00
28.844190250000000,2,#00e41b
28.844220249999999,3,#00a857
28.844249749999999,4,#006f90
28.844279749999998,5,#0033cc
28.844309833333334,6,#0900f6
28.844339833333333,7,#4200bd
28.844369833333332,8,#7e0081
28.844399833333334,9,#ba0045
28.844429833333333,10,#f3000c
28.844459916666668,11,#d22d00
28.844489916666667,12,#966900
28.864873833333334,0,#57a800
28.864903833333333,1,#1ee100
28.864933833333332,2,#00e11e
28.864963833333334,3,#00a55a
28.864993416666668,4,#006c93
28.865023416666666,5,#0030cf
28.865053416666665,6,#0c00f3
28.865083416666668,7,#4500ba
28.865113416666667,8,#81007e
28.865143499999999,9,#bd0042
28.865173500000001,10,#f60009
28.865203500000000,11,#cf3000
28.865233499999999,12,#936c00
28.885607499999999,0,#54ab00
28.885637500000001,1,#1be400
28.885667500000000,2,#00de21
28.885697499999999,3,#00a25d
28.885727083333332,4,#006996
28.885757083333335,5,#002dd2
28.885787083333334,6,#0f00f0
28.885817083333333,7,#4800b7
28.885847083333335,8,#84007b
28.885877166666667,9,#c0003f
28.885907166666666,10,#f90006
28.885937166666668,11,#cc3300
28.885967166666667,12,#906f00
28.906341250000001,0,#51ae00
28.906371249999999,1,#18e700
28.906401249999998,2,#00db24
28.906431250000001,3,#009f60
28.906460750000001,4,#006699
28.906490833333333,5,#002ad5
28.906520833333332,6,#1200ed
28.906550833333334,7,#4b00b4
28.906580833333333,8,#870078
28.906610833333332,9,#c3003c
28.906640916666667,10,#fc0003
28.906670916666666,11,#c93600
28.906700916666665,12,#8d7200
28.927078916666666,0,#4eb100
28.927108916666668,1,#15ea00
28.927138916666667,2,#00d827
28.927168916666666,3,#009c63
28.927198499999999,4,#00639c
28.927228499999998,5,#0027d8
28.927258500000001,6,#1500ea
28.927288500000000,7,#4e00b1
28.927318499999998,8,#8a0075
28.927348500000001,9,#c60039
28.927378583333333,10,#ff0000
28.927408583333332,11,#c63900
28.927438583333334,12,#8a7500
28.947823000000000,0,#4bb400
28.947852999999999,1,#12ed00
28.947883000000001,2,#00d52a
28.947913083333333,3,#009966
28.947942583333333,4,#00609f
28.947972583333332,5,#0024db
28.948002583333334,6,#1800e7
28.948032583333333,7,#5100ae
28.948062666666665,8,#8d0072
28.948092666666668,9,#c90036
28.948122666666666,10,#ff0000
28.948152666666665,11,#c33c00
28.948182666666668,12,#877800
28.968556249999999,0,#48b700
28.968586250000001,1,#0ff000
28.968616250000000,2,#00d22d
28.968646249999999,3,#009669
28.968675833333332,4,#005da2
28.968705833333335,5,#0021de
28.968735833333334,6,#1b00e4
28.968765833333332,7,#5400ab
28.968795833333335,8,#90006f
28.968825916666667,9,#cc0033
28.968855916666666,10,#fc0300
28.968885916666668,11,#c03f00
28.968915916666667,12,#847b00
28.989290166666667,0,#45ba00
28.989320166666666,1,#0cf300
28.989350166666668,2,#00cf30
28.989380166666667,3,#00936c
28.989409750000000,4,#005aa5
28.989439749999999,5,#001ee1
28.989469750000001,6,#1e00e1
28.989499750000000,7,#5700a8
28.989529749999999,8,#93006c
28.989559833333335,9,#cf0030
28.989589833333334,10,#f90600
28.989619833333332,11,#bd4200
28.989649833333335,12,#817e00
29.010027666666666,0,#42bd00
29.010057750000001,1,#09f600
29.010087750000000,2,#00cc33
29.010117749999999,3,#00906f
29.010147249999999,4,#0057a8
29.010177250000002,5,#001be4
29.010207333333334,6,#2100de
29.010237333333333,7,#5a00a5
29.010267333333335,8,#960069
29.010297333333334,9,#d2002d
29.010327333333333,10,#f60900
29.010357416666668,11,#ba4500
29.010387916666666,12,#7e8100
29.030771833333333,0,#3fc000
29.030801833333335,1,#06f900
29.030831833333334,2,#00c936
29.030861833333333,3,#008d72
29.030891416666666,4,#0054ab
29.030921416666665,5,#0018e7
29.030951416666667,6,#2400db
29.030981416666666,7,#5d00a2
29.031011416666665,8,#990066
29.031041500000001,9,#d5002a
29.031071499999999,10,#f30c00
29.031101499999998,11,#b74800
29.031131999999999,12,#7b8400
29.051505083333332,0,#3cc300
29.051535083333334,1,#03fc00
29.051565083333333,2,#00c639
29.051595083333332,3,#008a75
29.051624583333332,4,#0051ae
29.051654666666668,5,#0015ea
29.051684666666667,6,#2700d8
29.051714666666665,7,#60009f
29.051744666666668,8,#9c0063
29.051774666666667,9,#d80027
29.051804749999999,10,#f00f00
29.051834750000001,11,#b44b00
29.051865249999999,12,#788700
29.072239000000000,0,#39c600
29.072268999999999,1,#00ff00
29.072299000000001,2,#00c33c
29.072329000000000,3,#008778
29.072358500000000,4,#004eb1
29.072388583333332,5,#0012ed
29.072418583333334,6,#2a00d5
29.072448583333333,7,#63009c
29.072478583333332,8,#9f0060
29.072508583333335,9,#db0024
29.072538666666667,10,#ed1200
29.072568666666665,11,#b14e00
29.072599166666667,12,#758a00
29.092976499999999,0,#36c900
29.093006500000001,1,#00fc03
29.093036583333333,2,#00c03f
29.093066583333332,3,#00847b
29.093096083333332,4,#004bb4
29.093126083333335,5,#000ff0
29.093156083333334,6,#2d00d2
29.093186166666666,7,#660099
29.093216166666668,8,#a2005d
29.093246166666667,9,#de0021
29.093276166666666,10,#ea1500
29.093306166666668,11,#ae5100
29.093336749999999,12,#728d00
29.113720250000000,0,#33cc00
29.113750249999999,1,#00f906
29.113780250000001,2,#00bd42
29.113810333333333,3,#00817e
29.113839833333333,4,#0048b7
29.113869833333332,5,#000cf3
29.113899833333335,6,#3000cf
29.113929833333334,7,#690096
29.113959916666666,8,#a5005a
29.113989916666668,9,#e1001e
29.114019916666667,10,#e71800
29.114049916666666,11,#ab5400
29.114080416666667,12,#6f9000
29.134453583333332,0,#30cf00
29.134483583333335,1,#00f609
29.134513583333334,2,#00ba45
29.134543083333334,3,#007e81
29.134573083333333,4,#0045ba
29.134603166666668,5,#0009f6
29.134633166666667,6,#3300cc
29.134663166666666,7,#6c0093
29.134693166666668,8,#a80057
29.134723166666667,9,#e4001b
29.134753249999999,10,#e41b00
29.134783250000002,11,#a85700
29.134813749999999,12,#6c9300
29.155187416666667,0,#2dd200
29.155217416666666,1,#00f30c
29.155247416666668,2,#00b748
29.155277000000002,3,#007b84
29.155307000000001,4,#0042bd
29.155336999999999,5,#0006f9
29.155366999999998,6,#3600c9
29.155397000000001,7,#6f0090
29.155427000000000,8,#ab0054
29.155457083333335,9,#e70018
29.155487083333334,10,#e11e00
29.155517083333333,11,#a55a00
29.155547583333334,12,#699600
29.175917333333334,0,#2ad500
29.175947333333333,1,#00f00f
29.175977333333332,2,#00b44b
29.176006916666665,3,#007887
29.176036916666668,4,#003fc0
29.176066916666667,5,#0003fc
29.176096916666665,6,#3900c6
29.176126916666668,7,#72008d
29.176156916666667,8,#ae0051
29.176186999999999,9,#ea0015
29.176217000000001,10,#de2100
29.176247000000000,11,#a25d00
29.176277500000001,12,#669900
29.196661083333332,0,#27d800
29.196691083333334,1,#00ed12
29.196721083333333,2,#00b14e
29.196750583333333,3,#00758a
29.196780666666665,4,#003cc3
29.196810666666668,5,#0000ff
29.196840666666667,6,#3c00c3
29.196870666666666,7,#75008a
29.196900666666668,8,#b1004e
29.196930750000000,9,#ed0012
29.196960749999999,10,#db2400
29.196990750000001,11,#9f6000
29.197021249999999,12,#639c00
29.217398166666666,0,#24db00
29.217428166666668,1,#00ea15
29.217458166666667,2,#00ae51
29.217487750000000,3,#00728d
29.217517749999999,4,#0039c6
29.217547750000001,5,#0300fc
29.217577750000000,6,#3f00c0
29.217607749999999,7,#780087
29.217637833333335,8,#b4004b
29.217667833333334,9,#f0000f
29.217697833333332,10,#d82700
29.217727833333335,11,#9c6300
29.217758333333332,12,#609f00
29.238132000000000,0,#21de00
29.238161999999999,1,#00e718
29.238192000000002,2,#00ab54
29.238221500000002,3,#006f90
29.238251500000001,4,#0036c9
29.238281583333332,5,#0600f9
29.238311583333335,6,#4200bd
29.238341583333334,7,#7b0084
29.238371583333333,8,#b70048
29.238401583333335,9,#f3000c
29.238431666666667,10,#d52a00
29.238461666666666,11,#996600
29.238492166666667,12,#5da200
29.258861833333334,0,#1ee100
29.258891833333333,1,#00e41b
29.258921833333332,2,#00a857
29.258951333333332,3,#006c93
29.258981416666668,4,#0033cc
29.259011416666667,5,#0900f6
29.259041416666665,6,#4500ba
29.259071416666668,7,#7e0081
29.259101416666667,8,#ba0045
29.259131499999999,9,#f60009
29.259161500000001,10,#d22d00
29.259191500000000,11,#966900
29.259222000000001,12,#5aa500
29.279605666666665,0,#1be400
29.279635666666668,1,#00e11e
29.279665749999999,2,#00a55a
29.279695250000000,3,#006996
29.279725249999998,4,#0030cf
29.279755250000001,5,#0c00f3
29.279785250000000,6,#4800b7
29.279815333333332,7,#81007e
29.279845333333334,8,#bd0042
29.279875333333333,9,#f90006
29.279905333333332,10,#cf3000
29.279935333333334,11,#936c00
29.279965916666665,12,#57a800
29.300342833333332,0,#18e700
29.300372833333334,1,#00de21
29.300402833333333,2,#00a25d
29.300432333333333,3,#006699
29.300462333333332,4,#002dd2
29.300492416666668,5,#0f00f0
29.300522416666666,6,#4b00b4
29.300552416666665,7,#84007b
29.300582416666668,8,#c0003f
29.300612416666667,9,#fc0003
29.300642499999999,10,#cc3300
29.300672500000001,11,#906f00
29.300702999999999,12,#54ab00
29.321076583333333,0,#15ea00
29.321106583333332,1,#00db24
29.321136666666668,2,#009f60
29.321166166666668,3,#00639c
29.321196166666667,4,#002ad5
29.321226166666666,5,#1200ed
29.321256166666668,6,#4e00b1
29.321286166666667,7,#870078
29.321316249999999,8,#c3003c
29.321346250000001,9,#ff0000
29.321376250000000,10,#c93600
29.321406249999999,11,#8d7200
29.321436750000000,12,#51ae00
29.341806666666667,0,#12ed00
29.341836666666666,1,#00d827
29.341866666666668,2,#009c63
29.341896166666668,3,#00609f
29.341926166666667,4,#0027d8
29.341956249999999,5,#1500ea
29.341986250000001,6,#5100ae
29.342016250000000,7,#8a0075
29.342046249999999,8,#c60039
29.342076250000002,9,#ff0000
29.342106333333334,10,#c63900
29.342136333333332,11,#8a7500
29.342166833333334,12,#4eb100
29.362544499999998,0,#0ff000
29.362574500000001,1,#00d52a
29.362604500000000,2,#009966
29.362634083333333,3,#005da2
29.362664083333332,4,#0024db
29.362694083333334,5,#1800e7
29.362724083333333,6,#5400ab
29.362754083333332,7,#8d0072
29.362784083333334,8,#c90036
29.362814166666666,9,#fc0300
29.362844166666665,10,#c33c00
29.362874166666668,11,#877800
29.362904666666665,12,#4bb400
29.383288083333333,0,#0cf300
29.383318083333332,1,#00d22d
29.383348166666668,2,#009669
29.383377666666668,3,#005aa5
29.383407666666667,4,#0021de
29.383437666666666,5,#1b00e4
29.383467666666668,6,#5700a8
29.383497750000000,7,#90006f
29.383527749999999,8,#cc0033
29.383557750000001,9,#f90600
29.383587750000000,10,#c03f00
29.383617749999999,11,#847b00
29.383648333333333,12,#48b700
29.404021666666665,0,#09f600
29.404051666666668,1,#00cf30
29.404081666666666,2,#00936c
29.404111166666667,3,#0057a8
29.404141249999999,4,#001ee1
29.404171250000001,5,#1e00e1
29.404201250000000,6,#5a00a5
29.404231249999999,7,#93006c
29.404261250000001,8,#cf0030
29.404291333333333,9,#f60900
29.404321333333332,10,#bd4200
29.404351333333334,11,#817e00
29.404381833333332,12,#45ba00
29.424751250000000,0,#06f900
29.424781249999999,1,#00cc33
29.424811250000001,2,#00906f
29.424840833333334,3,#0054ab
29.424870833333333,4,#001be4
29.424900833333332,5,#2100de
29.424930833333335,6,#5d00a2
29.424960833333333,7,#960069
29.424990916666665,8,#d2002d
29.425020916666668,9,#f30c00
29.425050916666667,10,#ba4500
29.425081416666668,11,#7e8100
29.425111416666667,12,#42bd00
29.445489083333332,0,#03fc00
29.445519166666667,1,#00c936
29.445549166666666,2,#008d72
29.445578666666666,3,#0051ae
29.445608666666665,4,#0018e7
29.445638666666667,5,#2400db
29.445668749999999,6,#60009f
29.445698749999998,7,#990066
29.445728750000001,8,#d5002a
29.445758750000000,9,#f00f00
29.445788749999998,10,#b74800
29.445819333333333,11,#7b8400
29.445849333333335,12,#3fc000
29.466232916666666,0,#00ff00
29.466262916666668,1,#00c639
29.466292916666667,2,#008a75
29.466322500000000,3,#004eb1
29.466352499999999,4,#0015ea
29.466382500000002,5,#2700d8
29.466412500000001,6,#63009c
29.466442499999999,7,#9c0063
29.466472583333335,8,#d80027
29.466502583333334,9,#ed1200
29.466532583333333,10,#b44b00
29.466563083333334,11,#788700
29.466593083333333,12,#3cc300
29.486966166666665,0,#00fc03
29.486996166666668,1,#00c33c
29.487026166666666,2,#008778
29.487055666666667,3,#004bb4
29.487085749999999,4,#0012ed
29.487115750000001,5,#2a00d5
29.487145750000000,6,#660099
29.487175749999999,7,#9f0060
29.487205750000001,8,#db0024
29.487235833333333,9,#ea1500
29.487265833333332,10,#b14e00
29.487296333333333,11,#758a00
29.487326333333332,12,#39c600
29.507696083333332,0,#00f906
29.507726083333335,1,#00c03f
29.507756083333334,2,#00847b
29.507785583333334,3,#0048b7
29.507815666666666,4,#000ff0
29.507845666666668,5,#2d00d2
29.507875666666667,6,#690096
29.507905666666666,7,#a2005d
29.507935666666668,8,#de0021
29.507965750000000,9,#e71800
29.507995749999999,10,#ae5100
29.508026250000000,11,#728d00
29.508056249999999,12,#36c900
29.528433916666668,0,#00f609
29.528463916666666,1,#00bd42
29.528493999999998,2,#00817e
29.528523499999999,3,#0045ba
29.528553500000001,4,#000cf3
29.528583500000000,5,#3000cf
29.528613499999999,6,#6c0093
29.528643583333334,7,#a5005a
29.528673583333333,8,#e1001e
29.528703583333332,9,#e41b00
29.528733583333334,10,#ab5400
29.528764083333332,11,#6f9000
29.528794083333334,12,#33cc00
29.549177749999998,0,#00f30c
29.549207750000001,1,#00ba45
29.549237250000001,2,#007e81
29.549267250000000,3,#0042bd
29.549297333333332,4,#0009f6
29.549327333333334,5,#3300cc
29.549357333333333,6,#6f0090
29.549387333333332,7,#a80057
29.549417333333334,8,#e4001b
29.549447416666666,9,#e11e00
29.549477416666665,10,#a85700
29.549507916666666,11,#6c9300
29.549537916666665,12,#30cf00
29.569911000000001,0,#00f00f
29.569941000000000,1,#00b748
29.569970500000000,2,#007b84
29.570000499999999,3,#003fc0
29.570030500000001,4,#0006f9
29.570060583333333,5,#3600c9
29.570090583333332,6,#72008d
29.570120583333335,7,#ab0054
29.570150583333334,8,#e70018
29.570180583333332,9,#de2100
29.570210583333335,10,#a55a00
29.570241166666666,11,#699600
29.570271166666668,12,#2dd200
29.590640916666668,0,#00ed12
29.590670916666667,1,#00b44b
29.590700416666667,2,#007887
29.590730416666666,3,#003cc3
29.590760416666665,4,#0003fc
29.590790500000001,5,#3900c6
29.590820500000000,6,#75008a
29.590850499999998,7,#ae0051
29.590880500000001,8,#ea0015
29.590910500000000,9,#db2400
29.590940583333332,10,#a25d00
29.590971083333333,11,#669900
29.591001083333332,12,#2ad500
29.611382416666668,0,#00ea15
